"source" "journal" "statcheck_journal" "year_published" "date_received" "period" "nr_nhst" "nr_errors" "nr_dec_errors" "perc_errors" "perc_dec_errors"
"The thrill of victory and the agony of defeat  Spontaneous expressions of m...  EBSCOhost" "JPSP" 0 2006 2005-03-11 0 14 1 0 7.14 0
"The Time Course of Orthographic and Phonological Code Activation" "PS" 1 2006 2005-12-09 0 11 2 0 18.18 0
"The Time Course of Perceptual Grouping in Natural Scenes" "PS" 1 2012 2011-09-15 0 9 1 0 11.11 0
"The time course of spoken word learning and recognition  Studies with artif...  EBSCOhost" "JEPG" 0 2003 2002-08-21 0 27 2 0 7.41 0
"The time for doing is not the time for change  Effects of general action an...  EBSCOhost" "JPSP" 0 2011 2009-09-28 0 21 4 1 19.05 4.76
"The time of our lives  Life span development of timing and event tracking  EBSCOhost" "JEPG" 0 2006 2005-09-01 0 6 1 0 16.67 0
"The Tipping Point of Animacy" "PS" 1 2010 2010-01-06 0 10 0 0 0 0
"The Training and Transfer of Real-World Perceptual Expertise" "PS" 1 2005 2004-01-21 0 11 1 0 9.09 0
"The Truth About Chickens and Bats" "PS" 1 2013 2012-04-18 0 7 0 0 0 0
"The Two Faces of Memory Retrieval" "PS" 1 2010 2009-09-18 0 5 0 0 0 0
"The Unanticipated Interpersonal and Societal Consequences of Choice" "PS" 1 2011 2010-07-25 0 13 0 0 0 0
"The Undershoot Bias" "PS" 1 2003 2002-04-10 0 2 0 0 0 0
"The Ups and Downs of Attributional Ambiguity" "PS" 1 2004 2003-11-10 0 13 0 0 0 0
"The Ups and Downs of Social Comparison  Mechanisms of Assimilation and Cont...  EBSCOhost" "JPSP" 0 2004 2003-04-07 0 8 5 2 62.5 25
"The Use of Definite References Signals Declarative Memory" "PS" 1 2011 2010-02-09 0 10 2 0 20 0
"The value-congruence model of memory for emotional experiences  An explanat...  EBSCOhost" "JPSP" 0 2007 2005-11-14 0 33 2 0 6.06 0
"The Value Heuristic in Judgments of Relative Frequency" "PS" 1 2008 2007-01-23 0 1 1 0 100 0
"The Value of Believing in Free Will" "PS" 1 2008 2007-04-10 0 11 0 0 0 0
"The versatility of SpAM  A fast, efficient, spatial method of data collecti...  EBSCOhost" "JEPG" 0 2013 2011-07-07 0 3 0 0 0 0
"The virtues of gossip  Reputational information sharing as prosocial behavi...  EBSCOhost" "JPSP" 0 2012 2011-02-09 0 27 1 0 3.7 0
"The Warm Glow Heuristic  When Liking Leads to Familiarity  EBSCOhost" "JPSP" 0 2003 2002-08-16 0 31 0 0 0 0
"The Way You Make Me Feel" "PS" 1 2010 2009-07-20 0 20 2 0 10 0
"The Wick in the Candle of Learning" "PS" 1 2009 2008-06-26 0 5 5 1 100 20
"The wishful memory of interpersonal responsiveness  EBSCOhost" "JPSP" 0 2013 2012-05-16 0 3 1 0 33.33 0
"The Wolfpack Effect" "PS" 1 2010 2010-02-02 0 9 1 0 11.11 0
"Theorizing gender in the face of social change  Is there anything essential...  EBSCOhost" "JPSP" 0 2009 2007-09-25 0 50 1 0 2 0
"They All Look the Same to Me (Unless They're Angry)" "PS" 1 2006 2005-10-01 0 11 0 0 0 0
"Thin-Slicing Divorce" "PS" 1 2010 2009-11-13 0 2 1 0 50 0
"Thine own self  True self-concept accessibility and meaning in life  EBSCOhost" "JPSP" 0 2009 2007-07-02 0 18 2 1 11.11 5.56
"Think Different  The Merits of Unconscious Thought in Preference Developmen...  EBSCOhost" "JPSP" 0 2004 2003-09-02 0 29 4 3 13.79 10.34
"Thinking About Low-Probability Events" "PS" 1 2004 2002-06-11 0 12 2 0 16.67 0
"Thinking of Things Unseen" "PS" 1 2007 2006-08-01 0 4 0 0 0 0
"Thinking of you  Nonconscious pursuit of interpersonal goals associated wit...  EBSCOhost" "JPSP" 0 2003 2002-01-10 0 15 2 0 13.33 0
"Thinking While Talking" "PS" 1 2007 2006-06-26 0 3 0 0 0 0
"Thinking within the box  The relational processing style elicited by counte...  EBSCOhost" "JPSP" 0 2006 2005-06-17 0 50 2 0 4 0
"Third Parties, Violence, and Conflict Resolution" "PS" 1 2011 2010-04-09 0 5 0 0 0 0
"This mood is familiar and I don't deserve to feel better anyway  Mechanisms...  EBSCOhost" "JPSP" 0 2009 2007-08-27 0 60 5 0 8.33 0
"Thought Beyond Language" "PS" 1 2012 2011-07-24 0 5 0 0 0 0
"Threat and defense as goal regulation  From implicit goal conflict to anxio...  EBSCOhost" "JPSP" 0 2011 2010-09-03 0 21 0 0 0 0
"Threat and selective exposure  The moderating role of threat and decision c...  EBSCOhost" "JEPG" 0 2011 2009-04-11 0 17 4 0 23.53 0
"Threatened by the unexpected  Physiological responses during social interac...  EBSCOhost" "JPSP" 0 2007 2005-11-13 0 74 14 2 18.92 2.7
"Three-Dimensional Information in Face Representations Revealed by Identity Aftereffects" "PS" 1 2009 2007-11-27 0 2 0 0 0 0
"Three types of shyness in Chinese children and the relation to effortful co...  EBSCOhost" "JPSP" 0 2009 2008-10-16 0 13 0 0 0 0
"Through the looking glass clearly  Accuracy and assumed similarity in well-...  EBSCOhost" "JPSP" 0 2011 2010-07-08 0 15 1 0 6.67 0
"Time Constraints and Resource Sharing in Adults' Working Memory Spans  EBSCOhost" "JEPG" 0 2004 2002-09-24 0 17 0 0 0 0
"Time Course of Perceptual Grouping by Color" "PS" 1 2003 2001-06-08 0 2 0 0 0 0
"Time Crawls" "PS" 1 2011 2010-04-27 0 25 19 0 76 0
"Time Discounting Predicts Creditworthiness" "PS" 1 2012 2011-04-05 0 1 0 0 0 0
"Time Does Not Heal All Wounds" "PS" 1 2005 2004-10-01 0 10 0 0 0 0
"Time Flies When You’re Having Approach-Motivated Fun" "PS" 1 2012 2011-07-08 0 11 0 0 0 0
"Time in Perspective" "PS" 1 2013 2012-07-31 0 5 1 0 20 0
"Timescale bias in the attribution of mind  EBSCOhost" "JPSP" 0 2007 2006-09-18 0 31 2 0 6.45 0
"To be liked versus respected  Divergent goals in interracial interactions  EBSCOhost" "JPSP" 0 2010 2008-08-11 0 43 3 1 6.98 2.33
"To Be Looked at as Though Air" "PS" 1 2012 2011-07-27 0 4 0 0 0 0
"To Brake or Accelerate When the Light Turns Yellow " "PS" 1 2009 2008-04-02 0 14 1 0 7.14 0
"To Do or to Have  That Is the Question  EBSCOhost" "JPSP" 0 2003 2002-12-12 0 12 1 0 8.33 0
"To do, to have, or to share  Valuing experiences over material possessions ...  EBSCOhost" "JPSP" 0 2013 2012-01-05 0 70 7 2 10 2.86
"To have and to hold  Gratitude promotes relationship maintenance in intimat...  EBSCOhost" "JPSP" 0 2012 2011-01-06 0 25 0 0 0 0
"To Know You Is to Love You  The Implications of Global Adoration and Specif...  EBSCOhost" "JPSP" 0 2005 2003-09-08 0 35 4 0 11.43 0
"Toddlers' Representations of Space" "PS" 1 2005 2004-05-17 0 7 0 0 0 0
"Together or apart  When goals and temptations complement versus compete  EBSCOhost" "JPSP" 0 2008 2006-07-11 0 46 2 1 4.35 2.17
"Too calloused to care  An experimental examination of factors influencing y...  EBSCOhost" "JEPG" 0 2013 2011-09-26 0 2 0 0 0 0
"Too Close for Comfort, or Too Far to Care  Finding Humor in Distant Tragedies and Close Mishaps" "PS" 1 2012 2011-07-19 0 18 2 0 11.11 0
"Too Proud to Let Go  Narcissistic Entitlement as a Barrier to Forgiveness  EBSCOhost" "JPSP" 0 2004 2003-10-28 0 85 4 0 4.71 0
"Tool Integration and Dynamic Touch" "PS" 1 2013 2012-07-29 0 1 1 1 100 100
"Top-Down Attentional Modulation in Autistic Spectrum Disorders Is Stimulus-Specific" "PS" 1 2005 2004-10-04 0 4 0 0 0 0
"Touch Noise Increases Vibrotactile Sensitivity in Old and Young" "PS" 1 2005 2004-03-29 0 6 0 0 0 0
"Tough and Tender" "PS" 1 2011 2010-06-07 0 3 0 0 0 0
"Toward a person × situation model of sexual risk-taking behaviors  Illumina...  EBSCOhost" "JPSP" 0 2010 2008-10-29 0 3 1 0 33.33 0
"Tracking Exceptional Human Capital Over Two Decades" "PS" 1 2006 2005-02-16 0 20 0 0 0 0
"Tracking Multiple Objects Is Limited Only by Object Spacing, Not by Speed, Time, or Capacity" "PS" 1 2010 2009-09-08 0 4 1 0 25 0
"Tracking the construction of episodic future thoughts  EBSCOhost" "JEPG" 0 2011 2010-03-30 0 49 0 0 0 0
"Tradeoffs and theory  The double-mediation model  EBSCOhost" "JEPG" 0 2006 2005-05-04 0 39 22 1 56.41 2.56
"Training the Approximate Number System Improves Math Proficiency" "PS" 1 2013 2012-08-13 0 27 0 0 0 0
"Trait as Default  Extraversion, Subjective Well-Being, and the Distinction ...  EBSCOhost" "JPSP" 0 2003 2002-06-27 0 10 4 0 40 0
"Transcending the 'Here'  The Effect of Spatial Distance on Social Judgment  EBSCOhost" "JPSP" 0 2006 2005-11-02 0 25 0 0 0 0
"Transfer and Scaffolding of Perceptual Grouping Occurs Across Organizing Principles in 3- to 7-Month-Old Infants" "PS" 1 2009 2008-12-08 0 3 0 0 0 0
"Transfer of Metacognitive Skills and Hint Seeking in Monkeys" "PS" 1 2007 2006-01-18 0 4 0 0 0 0
"Transfer of value from fit  EBSCOhost" "JPSP" 0 2003 2001-06-15 0 29 0 0 0 0
"Transformation Direction Influences Shape-Similarity Judgments" "PS" 1 2009 2008-03-18 0 9 0 0 0 0
"Transposed-Letter Effects Reveal Orthographic Processing in Baboons" "PS" 1 2013 2012-09-26 0 2 0 0 0 0
"Trauma and Sex Surveys Meet Minimal Risk Standards" "PS" 1 2012 2011-06-01 0 9 2 0 22.22 0
"Trauma Films, Information Processing, and Intrusive Memory Development  EBSCOhost" "JEPG" 0 2004 2002-09-18 0 59 12 3 20.34 5.08
"Traumatic Impact Predicts Long-Term Memory for Documented Child Sexual Abuse" "PS" 1 2005 2003-09-15 0 4 0 0 0 0
"Treating Thoughts as Material Objects Can Increase or Decrease Their Impact on Evaluation" "PS" 1 2013 2011-11-23 0 27 4 0 14.81 0
"True Photographs and False Memories" "PS" 1 2004 2002-11-13 0 4 0 0 0 0
"Trust and biased memory of transgressions in romantic relationships  EBSCOhost" "JPSP" 0 2013 2011-08-25 0 8 1 0 12.5 0
"Trust and responsiveness in strain-test situations  A dyadic perspective  EBSCOhost" "JPSP" 0 2012 2011-05-16 0 7 1 0 14.29 0
"Trust in Testimony  Children's Use of True and False Statements" "PS" 1 2004 2003-07-22 0 14 1 0 7.14 0
"Trust, variability in relationship evaluations, and relationship processes  EBSCOhost" "JPSP" 0 2010 2008-02-29 0 16 1 0 6.25 0
"Truth Is at Hand" "PS" 1 2010 2009-02-06 0 10 0 0 0 0
"Try It, You'll Like It" "PS" 1 2006 2005-09-01 0 1 0 0 0 0
"Tryptophan Promotes Interpersonal Trust" "PS" 1 2013 2013-02-07 0 1 0 0 0 0
"Turn down the volume or change the channel  Emotional effects of detached v...  EBSCOhost" "JPSP" 0 2012 2011-03-30 0 55 3 1 5.45 1.82
"Turning a blind eye to temptation  How cognitive load can facilitate self-r...  EBSCOhost" "JPSP" 0 2013 2011-06-08 0 34 8 2 23.53 5.88
"Turning Body and Self Inside Out" "PS" 1 2013 2012-10-09 0 20 3 0 15 0
"Turning the Other Cheek" "PS" 1 2006 2004-01-07 0 14 8 1 57.14 7.14
"Twelve-Month-Old Infants Benefit From Prior Experience in Statistical Learning" "PS" 1 2008 2008-02-28 0 6 0 0 0 0
"Twice Upon a Time" "PS" 1 2011 2010-09-28 0 13 1 0 7.69 0
"Two by Two" "PS" 1 2010 2009-04-14 0 3 0 0 0 0
"Two faces of (dis)similarity in affective judgments of persons  Contrast or...  EBSCOhost" "JPSP" 0 2006 2004-06-28 0 16 3 0 18.75 0
"Two Faces of Attractiveness" "PS" 1 2013 2012-09-10 0 2 0 0 0 0
"Two Fixations Suffice in Face Recognition" "PS" 1 2008 2007-09-10 0 16 1 0 6.25 0
"Two Items Remembered as Precisely as One" "PS" 1 2013 2012-10-22 0 14 1 0 7.14 0
"Two Mechanisms of Human Contingency Learning" "PS" 1 2012 2010-10-27 0 12 1 0 8.33 0
"Two Sides of the Same Coin" "PS" 1 2010 2009-02-20 0 22 0 0 0 0
"Two Signatures of Implicit Intergroup Attitudes" "PS" 1 2013 2012-04-04 0 2 0 0 0 0
"Two versions of the negative compatibility effect  Comment on Lleras and En...  EBSCOhost" "JEPG" 0 2005 2004-07-20 0 8 3 0 37.5 0
"Two ways to be complex and why they matter  Implications for attitude stren...  EBSCOhost" "JPSP" 0 2008 2007-06-14 0 7 1 1 14.29 14.29
"Two ways to the top  Evidence that dominance and prestige are distinct yet ...  EBSCOhost" "JPSP" 0 2013 2011-12-06 0 32 10 0 31.25 0
"Unaware Person Recognition From the Body When Face Identification Fails" "PS" 1 2013 2013-01-24 0 12 4 0 33.33 0
"Unconscious-Thought Effects Take Place Off-Line, Not On-Line" "PS" 1 2010 2009-06-30 0 10 3 2 30 20
"Unconscious addition  When we unconsciously initiate and follow arithmetic ...  EBSCOhost" "JEPG" 0 2012 2011-05-03 0 13 0 0 0 0
"Unconscious and spontaneous and...Complex  The three selves model of social...  EBSCOhost" "JPSP" 0 2008 2007-04-18 0 33 3 0 9.09 0
"Unconscious Applicants  A Systematic Test of the Name-Letter Effect" "PS" 1 2008 2008-01-25 0 1 0 0 0 0
"Unconscious Color Priming Occurs at Stimulus- Not Percept-Dependent Levels of Processing" "PS" 1 2004 2002-10-10 0 14 2 0 14.29 0
"Unconscious evaluation of faces on social dimensions  EBSCOhost" "JEPG" 0 2012 2011-04-03 0 35 6 4 17.14 11.43
"Unconscious goal activation and the hijacking of the executive function  EBSCOhost" "JPSP" 0 2012 2011-06-01 0 53 6 0 11.32 0
"Unconscious Numerical Priming Despite Interocular Suppression" "PS" 1 2010 2008-06-13 0 12 2 0 16.67 0
"Unconscious processes improve lie detection  EBSCOhost" "JPSP" 0 2013 2012-10-23 0 36 3 0 8.33 0
"Unconscious vigilance  Worldview defense without adaptations for terror, co...  EBSCOhost" "JPSP" 0 2011 2009-05-11 0 5 0 0 0 0
"Unconsciously Triggered Response Inhibition Requires an Executive Setting  EBSCOhost" "JEPG" 0 2013 2012-07-24 0 7 1 0 14.29 0
"Under Threat of Social Exclusion, Females Exclude More Than Males" "PS" 1 2011 2010-10-14 0 11 0 0 0 0
"Undercontrolled Temperament at Age 3 Predicts Disordered Gambling at Age 32" "PS" 1 2012 2011-02-04 0 15 0 0 0 0
"Underestimating Nearby Nature" "PS" 1 2011 2010-06-21 0 5 0 0 0 0
"Underlying Processes in the Implicit Association Test  Dissociating Salienc...  EBSCOhost" "JEPG" 0 2004 2003-01-07 0 24 4 0 16.67 0
"Understanding and using the Implicit Association Test  III. Meta-analysis o...  EBSCOhost" "JPSP" 0 2009 2005-09-24 0 1 0 0 0 0
"Understanding emotional transitions  The interpersonal consequences of chan...  EBSCOhost" "JPSP" 0 2011 2010-10-13 0 36 0 0 0 0
"Understanding Gesture  Is the Listener's Motor System Involved   EBSCOhost" "JEPG" 0 2013 2012-03-15 0 7 0 0 0 0
"Understanding implicit and explicit attitude change  A systems of reasoning...  EBSCOhost" "JPSP" 0 2006 2005-06-17 0 35 2 0 5.71 0
"Understanding knowledge effects on attitude-behavior consistency  The role ...  EBSCOhost" "JPSP" 0 2006 2004-10-18 0 41 3 0 7.32 0
"Understanding Others  The Face and Person Construal  EBSCOhost" "JPSP" 0 2005 2003-10-14 0 8 3 1 37.5 12.5
"Understanding Responses to Political Conflict  Interactive Effects of the N...  EBSCOhost" "JPSP" 0 2004 2003-11-21 0 3 0 0 0 0
"Understanding the function of visual short-term memory  Transsaccadic memor...  EBSCOhost" "JEPG" 0 2008 2007-03-26 0 21 0 0 0 0
"Understanding the impact of cross-group friendship on interactions with nov...  EBSCOhost" "JPSP" 0 2010 2008-10-30 0 46 12 0 26.09 0
"Uneasy lies the head that wears the crown  The link between guilt proneness...  EBSCOhost" "JPSP" 0 2012 2011-05-16 0 12 3 0 25 0
"Unemployment Alters the Set Point for Life Satisfaction" "PS" 1 2004 2002-10-30 0 8 0 0 0 0
"Unexpected improvement, decline, and stasis  A prediction confidence perspe...  EBSCOhost" "JPSP" 0 2007 2006-06-05 0 51 3 1 5.88 1.96
"Unifying Representations and Responses" "PS" 1 2004 2002-12-23 0 17 7 2 41.18 11.76
"Unique Temporal Change Is the Key to Attentional Capture" "PS" 1 2005 2004-10-21 0 18 2 1 11.11 5.56
"Unit Asking" "PS" 1 2013 2012-12-04 0 14 1 0 7.14 0
"Unit Bias" "PS" 1 2006 2005-05-02 0 3 2 0 66.67 0
"Universal sex differences in the desire for sexual variety  Tests from 52 n...  EBSCOhost" "JPSP" 0 2003 2002-07-17 0 24 0 0 0 0
"Unlocking Past Emotion" "PS" 1 2013 2011-12-22 0 18 4 0 22.22 0
"Unpacking attitude certainty  Attitude clarity and attitude correctness  EBSCOhost" "JPSP" 0 2007 2005-12-09 0 40 1 0 2.5 0
"Unpacking unpacking  Greater detail can reduce perceived likelihood  EBSCOhost" "JEPG" 0 2011 2010-01-05 0 77 2 0 2.6 0
"Unpriming  The Deactivation of Thoughts Through Expression  EBSCOhost" "JPSP" 0 2006 2005-09-03 0 23 4 1 17.39 4.35
"Unraveling the Mystery of Music  Music as an Evolved Group Process  EBSCOhost" "JPSP" 0 2013 2013-01-04 0 36 0 0 0 0
"Unraveling the role of forgiveness in family relationships  EBSCOhost" "JPSP" 0 2008 2006-11-30 0 6 0 0 0 0
"Unseen disadvantage  How American universities' focus on independence under...  EBSCOhost" "JPSP" 0 2012 2011-06-30 0 31 10 0 32.26 0
"Unspoken cultural influence  Exposure to and influence of nonverbal bias  EBSCOhost" "JPSP" 0 2009 2008-01-08 0 9 1 1 11.11 11.11
"Up and Down in Middle Age  Monotonic and Nonmonotonic Changes in Roles, Sta...  EBSCOhost" "JPSP" 0 2005 2003-06-13 0 8 1 0 12.5 0
"Updating a cautionary tale of masked priming  Reply to Klapp (2005)  EBSCOhost" "JEPG" 0 2005 2005-02-21 0 8 1 0 12.5 0
"Updating positive and negative stimuli in working memory in depression  EBSCOhost" "JEPG" 0 2010 2009-06-04 0 70 6 1 8.57 1.43
"Us Versus Them" "PS" 1 2011 2010-06-14 0 7 2 2 28.57 28.57
"Us without them  Evidence for an intragroup origin of positive in-group reg...  EBSCOhost" "JPSP" 0 2006 2005-03-05 0 31 1 0 3.23 0
"Use of Cognitive Versus Perceptual Heading During Imagined Locomotion Depends on the Response Mode" "PS" 1 2004 NA NA 3 1 0 33.33 0
"Using a Voice to Put a Name to a Face  The Psycholinguistics of Proper Name...  EBSCOhost" "JEPG" 0 2013 2012-08-08 0 4 0 0 0 0
"Using and Being Used by Categories" "PS" 1 2004 2003-05-22 0 3 2 0 66.67 0
"Using Game Theory to Examine Incentives in Influenza Vaccination Behavior" "PS" 1 2012 2011-05-04 0 16 1 1 6.25 6.25
"Using I³ theory to clarify when dispositional aggressiveness predicts intim...  EBSCOhost" "JPSP" 0 2012 2011-04-29 0 17 5 0 29.41 0
"Using Imagery Perspective to Access Two Distinct Forms of Self-Knowledge  A...  EBSCOhost" "JEPG" 0 2013 2012-01-02 0 12 1 0 8.33 0
"Using Nonconscious Behavioral Mimicry to Create Affiliation and Rapport" "PS" 1 2003 2002-05-20 0 13 2 1 15.38 7.69
"Using Pointing and Describing to Achieve Joint Focus of Attention in Dialogue" "PS" 1 2004 NA NA 14 0 0 0 0
"Using Popular Films to Enhance Classroom Learning" "PS" 1 2009 2008-12-07 0 2 1 0 50 0
"Using the five-factor model to identify a new personality disorder domain  ...  EBSCOhost" "JPSP" 0 2009 2008-07-03 0 31 3 0 9.68 0
"Valid Facial Cues to Cooperation and Trust" "PS" 1 2010 2009-05-22 0 3 2 1 66.67 33.33
"Validity of the salience asymmetry interpretation of the Implicit Associati...  EBSCOhost" "JEPG" 0 2005 2004-02-09 0 1 1 0 100 0
"Value revelations  Disclosure is in the eye of the beholder  EBSCOhost" "JPSP" 0 2008 2006-07-07 0 52 0 0 0 0
"Value Stability and Change During Self-Chosen Life Transitions  Self-Select...  EBSCOhost" "JPSP" 0 2013 2012-07-09 0 27 2 0 7.41 0
"Values as predictors of judgments and behaviors  The role of abstract and c...  EBSCOhost" "JPSP" 0 2009 2007-05-30 0 33 3 0 9.09 0
"Valuing Different Human Lives  EBSCOhost" "JEPG" 0 2013 2012-08-31 0 69 2 0 2.9 0
"Vantage Point in Traumatic Memory" "PS" 1 2004 NA NA 5 0 0 0 0
"Variation in Perceived Attractiveness" "PS" 1 2005 2004-09-28 0 1 1 0 100 0
"Vengefully ever after  Destiny beliefs, state attachment anxiety, and forgi...  EBSCOhost" "JPSP" 0 2007 2005-10-09 0 54 9 1 16.67 1.85
"Verbal-spatial and visuospatial coding of number–space interactions  EBSCOhost" "JEPG" 0 2010 2008-08-07 0 32 2 1 6.25 3.12
"Verifying Different-Modality Properties for Concepts Produces Switching Costs" "PS" 1 2003 2001-06-18 0 4 0 0 0 0
"Vicarious Agency  Experiencing Control Over the Movements of Others  EBSCOhost" "JPSP" 0 2004 2003-09-24 0 24 1 0 4.17 0
"Vicarious dissonance  Attitude change from the inconsistency of others  EBSCOhost" "JPSP" 0 2003 2000-10-10 0 32 3 0 9.38 0
"Vicarious moral licensing  The influence of others' past moral actions on m...  EBSCOhost" "JPSP" 0 2011 2010-08-19 0 22 3 0 13.64 0
"Victim Derogation and Victim Enhancement as Alternate Routes to System Justification" "PS" 1 2005 2004-03-08 0 14 0 0 0 0
"Victim entitlement to behave selfishly  EBSCOhost" "JPSP" 0 2010 2008-06-18 0 26 0 0 0 0
"View-Specific Coding of Face Shape" "PS" 1 2006 2005-06-09 0 8 0 0 0 0
"Viewing a Face (Especially One's Own Face) Being Touched Enhances Tactile Perception on the Face" "PS" 1 2008 2007-09-04 0 4 0 0 0 0
"Violations of Implicit Theories and the Sense of Prediction and Control  Im...  EBSCOhost" "JPSP" 0 2005 2003-02-13 0 51 3 0 5.88 0
"Violence and Sex in Television Programs Do Not Sell Products in Advertisements" "PS" 1 2005 NA NA 23 3 0 13.04 0
"Visceral fit  While in a visceral state, associated states of the world see...  EBSCOhost" "JPSP" 0 2011 2010-05-30 0 28 1 0 3.57 0
"Vision Merges With Touch in a Purely Tactile Discrimination" "PS" 1 2008 2007-11-05 0 1 0 0 0 0
"Visual Aftereffects for Walking Actions Reveal Underlying Neural Mechanisms for Action Recognition" "PS" 1 2011 2009-12-27 0 7 0 0 0 0
"Visual Attention and the Semantics of Space" "PS" 1 2006 2005-06-09 0 12 0 0 0 0
"Visual Cognition Influences Early Vision" "PS" 1 2005 2004-10-15 0 13 1 1 7.69 7.69
"Visual Consciousness Revisited" "PS" 1 2011 2010-11-17 0 5 2 0 40 0
"Visual Control of Action Without Retinal Optic Flow" "PS" 1 2006 2004-08-26 0 1 0 0 0 0
"Visual Distortion of Body Size Modulates Pain Perception" "PS" 1 2011 2010-09-10 0 12 2 0 16.67 0
"Visual Long-Term Memory Has the Same Limit on Fidelity as Visual Working Memory" "PS" 1 2013 2012-05-11 0 9 3 0 33.33 0
"Visual Long-Term Memory Stores High-Fidelity Representations of Observed Actions" "PS" 1 2013 2011-10-29 0 16 0 0 0 0
"Visual Motion Influences the Contingent Auditory Motion Aftereffect" "PS" 1 2003 2002-05-20 0 10 7 1 70 10
"Visual perception and regulatory conflict  Motivation and physiology influe...  EBSCOhost" "JEPG" 0 2013 2012-01-13 0 8 0 0 0 0
"Visual Prosody and Speech Intelligibility" "PS" 1 2004 2002-10-14 0 1 0 0 0 0
"Visual Recalibration of Auditory Speech Identification" "PS" 1 2003 2002-08-22 0 5 0 0 0 0
"Visual Recognition" "PS" 1 2005 2003-10-17 0 13 1 0 7.69 0
"Visual Recognition of Biological Motion is Impaired in Children With Autism" "PS" 1 2003 2001-12-24 0 3 0 0 0 0
"Visual representation of eye gaze is coded by a nonopponent multichannel sy...  EBSCOhost" "JEPG" 0 2008 2007-05-29 0 55 11 0 20 0
"Visual Rivalry Without Spatial Conflict" "PS" 1 2012 2011-07-08 0 17 1 0 5.88 0
"Visual Search and the Collapse of Categorization  EBSCOhost" "JEPG" 0 2005 2004-08-05 0 18 0 0 0 0
"Visual Search Does Not Remain Efficient When Executive Working Memory Is Working" "PS" 1 2004 2003-07-11 0 8 0 0 0 0
"Visual Selective Attention and the Effects of Monetary Rewards" "PS" 1 2006 2005-01-26 0 35 13 3 37.14 8.57
"Visual Sensing Is Seeing" "PS" 1 2005 2004-06-08 0 6 1 0 16.67 0
"Visual Sensing Without Seeing" "PS" 1 2004 2001-10-29 0 15 2 0 13.33 0
"Visual sharpness contingency in recognition memory for orientation  Mnemoni...  EBSCOhost" "JEPG" 0 2006 2005-04-07 0 22 0 0 0 0
"Visual short-term memory benefit for objects on different 3-D surfaces  EBSCOhost" "JEPG" 0 2007 2006-10-10 0 10 1 0 10 0
"Visual Short-Term Memory Load Suppresses Temporo-Parietal Junction Activity and Induces Inattentional Blindness" "PS" 1 2005 2004-10-15 0 14 6 1 42.86 7.14
"Visual Skills in Airport-Security Screening" "PS" 1 2004 NA NA 21 1 0 4.76 0
"Visual Word Recognition of Single-Syllable Words  EBSCOhost" "JEPG" 0 2004 2002-04-16 0 3 0 0 0 0
"Visual working memory for observed actions  EBSCOhost" "JEPG" 0 2007 2006-10-05 0 61 22 2 36.07 3.28
"Visual Working Memory Modulates Rapid Eye Movements to Simple Onset Targets" "PS" 1 2013 2012-05-24 0 4 0 0 0 0
"Visual Working Memory Represents a Fixed Number of Items Regardless of Complexity" "PS" 1 2007 2006-07-19 0 11 1 0 9.09 0
"Vividness of the Future Self Predicts Delinquency" "PS" 1 2013 2012-03-10 0 6 0 0 0 0
"Voluntary Action Influences Visual Competition" "PS" 1 2007 2007-01-28 0 2 0 0 0 0
"Voluntary Attention Modulates Processing of Eye-Specific Visual Information" "PS" 1 2012 2010-11-08 0 12 1 0 8.33 0
"Voluntary Head Movement and Allocentric Perception of Space" "PS" 1 2003 2002-05-07 0 4 0 0 0 0
"Voluntary settlement and the spirit of independence  Evidence from Japan's ...  EBSCOhost" "JPSP" 0 2006 2005-04-12 0 20 0 0 0 0
"Wanting, having, and needing  Integrating motive disposition theory and sel...  EBSCOhost" "JPSP" 0 2011 2010-06-03 0 11 1 1 9.09 9.09
"Warding Off the Evil Eye" "PS" 1 2010 2009-05-18 0 13 1 0 7.69 0
"Warm Thoughts" "PS" 1 2012 2011-05-10 0 8 1 0 12.5 0
"Warnings of Adverse Side Effects Can Backfire Over Time" "PS" 1 2013 2012-04-22 0 23 0 0 0 0
"Was it a phase  Young women's relinquishment of lesbian bisexual identities...  EBSCOhost" "JPSP" 0 2003 2002-01-22 0 18 4 0 22.22 0
"Washing away your (good or bad) luck  Physical cleansing affects risk-takin...  EBSCOhost" "JEPG" 0 2012 2011-01-03 0 10 0 0 0 0
"Watching Film for the First Time" "PS" 1 2010 2009-04-30 0 1 0 0 0 0
"Ways of Giving Benefits in Marriage" "PS" 1 2010 2009-07-07 0 45 0 0 0 0
"We Can Do It  The Interplay of Construal Orientation and Social Comparisons...  EBSCOhost" "JPSP" 0 2005 2004-01-08 0 53 0 0 0 0
"We Infer Rather Than Perceive the Moment We Decided to Act" "PS" 1 2009 2007-12-03 0 3 1 0 33.33 0
"Weight as an Embodiment of Importance" "PS" 1 2009 2008-09-19 0 12 5 0 41.67 0
"What's 'up' with God  Vertical space as a representation of the divine  EBSCOhost" "JPSP" 0 2007 2006-07-23 0 23 2 0 8.7 0
"What's behind different kinds of kinds  Effects of statistical density on l...  EBSCOhost" "JEPG" 0 2008 2004-08-05 0 21 1 0 4.76 0
"What's left behind  Identity continuity moderates the effect of nostalgia o...  EBSCOhost" "JPSP" 0 2011 2010-01-28 0 55 11 0 20 0
