"source" "journal" "statcheck_journal" "year_published" "date_received" "period" "nr_nhst" "nr_errors" "nr_dec_errors" "perc_errors" "perc_dec_errors"
"jsep_2011_47_05_glasford_e-pluribus-unum" "JESP" 1 2011 2010-12-15 0 9 0 0 0 0
"jsep_2011_47_05_hedberg_what-remains-on" "JESP" 1 2011 2009-05-01 0 30 0 0 0 0
"jsep_2011_47_05_kraus_the-power-to" "JESP" 1 2011 2010-09-01 0 9 1 0 11.11 0
"jsep_2011_47_05_loersch_exploring-the-impact" "JESP" 1 2011 2010-12-21 0 5 0 0 0 0
"jsep_2011_47_05_phills_reducing-implicit-prejudice" "JESP" 1 2011 2010-10-28 0 7 0 0 0 0
"jsep_2011_47_05_roccas_group-heterogeneity-and" "JESP" 1 2011 2009-11-20 0 2 0 0 0 0
"jsep_2011_47_05_shimizu_liking-for-positive" "JESP" 1 2011 2010-07-13 0 6 1 0 16.67 0
"jsep_2011_47_05_sligte_power-satbility-of" "JESP" 1 2011 2010-08-18 0 26 1 0 3.85 0
"jsep_2011_47_05_steinmetz_breaking-the-ice" "JESP" 1 2011 2011-01-26 0 4 0 0 0 0
"jsep_2011_47_05_stephers_evidence-for-the" "JESP" 1 2011 2010-06-08 0 21 1 0 4.76 0
"jsep_2011_47_05_torelli_the-impact-of" "JESP" 1 2011 2010-07-21 0 12 0 0 0 0
"jsep_2011_47_05_wright_the-role-of" "JESP" 1 2011 2011-01-17 0 2 1 0 50 0
"jsep_2011_47_05_yogeeswaran_to-be-or" "JESP" 1 2011 2010-11-18 0 15 6 0 40 0
"jsep_2011_47_05_ziegler_mood-and-the" "JESP" 1 2011 2010-07-09 0 30 1 0 3.33 0
"jsep_2011_47_06_baas_creative-production-by" "JESP" 1 2011 2009-07-02 0 26 0 0 0 0
"jsep_2011_47_06_baruah_category-assignment-and" "JESP" 1 2011 2009-11-17 0 11 1 1 9.09 9.09
"jsep_2011_47_06_boyd_miller-1994-revisitied" "JESP" 1 2011 2011-10-20 0 17 2 0 11.76 0
"jsep_2011_47_06_brown_self-reflection-and" "JESP" 1 2011 2010-08-21 0 28 0 0 0 0
"jsep_2011_47_06_brown_the-power-of" "JESP" 1 2011 2010-12-23 0 9 1 0 11.11 0
"jsep_2011_47_06_critcher_affect-in-the" "JESP" 1 2011 2010-03-05 0 12 0 0 0 0
"jsep_2011_47_06_critcher_no-good-deed" "JESP" 1 2011 2009-09-01 0 18 0 0 0 0
"jsep_2011_47_06_fischer_empower-my-decisions" "JESP" 1 2011 2010-08-27 0 6 0 0 0 0
"jsep_2011_47_06_gillath_effects-of-low" "JESP" 1 2011 2010-11-20 0 14 1 0 7.14 0
"jsep_2011_47_06_haddck_defensive-self-esteem" "JESP" 1 2011 NA NA 9 4 0 44.44 0
"jsep_2011_47_06_hehman_multiple-group-membership" "JESP" 1 2011 2010-11-08 0 15 1 0 6.67 0
"jsep_2011_47_06_hutchison_deviant-but-desirable" "JESP" 1 2011 2010-06-28 0 16 2 0 12.5 0
"jsep_2011_47_06_igarashi_perceived-entitativity-of" "JESP" 1 2011 2010-01-27 0 1 0 0 0 0
"jsep_2011_47_06_kanten_the-effect-of" "JESP" 1 2011 2010-10-20 0 15 0 0 0 0
"jsep_2011_47_06_klein_feelings-of-vulnerability" "JESP" 1 2011 2010-09-30 0 13 4 1 30.77 7.69
"jsep_2011_47_06_kogut_protective-donation-when" "JESP" 1 2011 2010-12-19 0 10 1 0 10 0
"jsep_2011_47_06_leander_the-object-of" "JESP" 1 2011 2011-04-13 0 21 1 0 4.76 0
"jsep_2011_47_06_leonard_emotional-responses-to" "JESP" 1 2011 2010-10-20 0 22 2 0 9.09 0
"jsep_2011_47_06_mccarthy_youre-getting-warmer" "JESP" 1 2011 NA NA 4 0 0 0 0
"jsep_2011_47_06_monroe_motive-matching-perceptions" "JESP" 1 2011 2010-12-20 0 11 0 0 0 0
"jsep_2011_47_06_motyl_subtle-priming-of" "JESP" 1 2011 2010-10-08 0 21 3 2 14.29 9.52
"jsep_2011_47_06_mrazek_threatened-to-distraction" "JESP" 1 2011 2010-12-03 0 7 0 0 0 0
"jsep_2011_47_06_oconnor_sabotaging-the-deal" "JESP" 1 2011 2010-10-04 0 3 1 1 33.33 33.33
"jsep_2011_47_06_pezdek_physiological-psychological-and" "JESP" 1 2011 2010-10-17 0 8 0 0 0 0
"jsep_2011_47_06_remedios_impressions-at-the" "JESP" 1 2011 2011-03-28 0 15 1 0 6.67 0
"jsep_2011_47_06_ritter_gross-gods-and" "JESP" 1 2011 NA NA 8 0 0 0 0
"jsep_2011_47_06_schott_casualties-of-war" "JESP" 1 2011 2011-05-19 0 14 3 2 21.43 14.29
"jsep_2011_47_06_shalvi_people-avoid-situations" "JESP" 1 2011 2010-09-03 0 18 1 1 5.56 5.56
"jsep_2011_47_06_shteynberg_implicit-coordinations-sharing" "JESP" 1 2011 2011-03-08 0 8 2 0 25 0
"jsep_2011_47_06_tannenbaum_moral-signals-public" "JESP" 1 2011 2010-07-30 0 5 0 0 0 0
"jsep_2011_47_06_vandello_moral-judgements-of" "JESP" 1 2011 2010-09-01 0 11 1 1 9.09 9.09
"jsep_2011_47_06_velden_when-competition-breeds" "JESP" 1 2011 2010-03-08 0 31 2 1 6.45 3.23
"jsep_2011_47_06_wang_the-effects-of" "JESP" 1 2011 2011-01-18 0 22 0 0 0 0
"jsep_2011_47_06_wells_inference-making-and" "JESP" 1 2011 2010-12-20 0 66 3 0 4.55 0
"jsep_2011_47_06_wyer_automatic-and-ironic" "JESP" 1 2011 2011-03-03 0 7 0 0 0 0
"jsep_2011_47_06_zhang_the-impact-of" "JESP" 1 2011 2010-09-05 0 18 0 0 0 0
"jsep_2012_48_01_aksoy_beliefs-about-the" "JESP" 1 2012 2010-11-22 0 4 0 0 0 0
"jsep_2012_48_01_aydin_mans-best-friend" "JESP" 1 2012 2011-08-08 0 8 0 0 0 0
"jsep_2012_48_01_balcetis_subjective-value-determines" "JESP" 1 2012 2011-10-20 0 27 1 0 3.7 0
"jsep_2012_48_01_becker_what-triggers-helping" "JESP" 1 2012 2010-10-18 0 33 5 1 15.15 3.03
"jsep_2012_48_01_biernat_interpreting-and-reacting" "JESP" 1 2012 2010-09-21 0 16 1 0 6.25 0
"jsep_2012_48_01_bohns_it-hurts-when" "JESP" 1 2012 2010-11-15 0 11 2 0 18.18 0
"jsep_2012_48_01_boven_boys-dont-cry" "JESP" 1 2012 2011-02-03 0 6 2 0 33.33 0
"jsep_2012_48_01_brescoll_masculinity-status-and" "JESP" 1 2012 2011-02-01 0 19 3 1 15.79 5.26
"jsep_2012_48_01_chen_natural-ambiguities-racial" "JESP" 1 2012 2011-03-23 0 47 4 2 8.51 4.26
"jsep_2012_48_01_coy_with-or-without" "JESP" 1 2012 2011-11-20 0 18 8 0 44.44 0
"jsep_2012_48_01_crawford_the-ideologically-objectionable" "JESP" 1 2012 2010-12-28 0 2 1 0 50 0
"jsep_2012_48_01_cryder_responsibility-the-tie" "JESP" 1 2012 2011-06-26 0 4 0 0 0 0
"jsep_2012_48_01_evans_source-characteristics-and" "JESP" 1 2012 2011-05-27 0 4 0 0 0 0
"jsep_2012_48_01_everly_dont-ask-dont" "JESP" 1 2012 2011-05-14 0 8 0 0 0 0
"jsep_2012_48_01_fast_the-destructive-nature" "JESP" 1 2012 2011-07-22 0 14 0 0 0 0
"jsep_2012_48_01_ferguson_listeners-eyes-reveal" "JESP" 1 2012 2011-04-07 0 10 3 1 30 10
"jsep_2012_48_01_ferreira_on-the-relation" "JESP" 1 2012 2011-01-21 0 18 5 2 27.78 11.11
"jsep_2012_48_01_foroni_not-all-implicit" "JESP" 1 2012 2011-11-20 0 5 0 0 0 0
"jsep_2012_48_01_forster_when-and-worx" "JESP" 1 2012 2011-05-06 0 19 3 0 15.79 0
"jsep_2012_48_01_frankenhus_uncommitted-men-match" "JESP" 1 2012 2010-12-21 0 8 0 0 0 0
"jsep_2012_48_01_garcia-marques_effects-of-correspondence-between" "JESP" 1 2012 2011-11-20 0 5 3 0 60 0
"jsep_2012_48_01_gervais_like-a-camera" "JESP" 1 2012 2011-06-06 0 15 1 1 6.67 6.67
"jsep_2012_48_01_glasford_the-conflict-of" "JESP" 1 2012 2010-10-22 0 19 3 0 15.79 0
"jsep_2012_48_01_goldenberg_can-happy-mood" "JESP" 1 2012 2010-12-22 0 13 1 0 7.69 0
"jsep_2012_48_01_goodwin_why-are-some" "JESP" 1 2012 2011-03-08 0 19 1 0 5.26 0
"jsep_2012_48_01_gunaydin_i-like-you" "JESP" 1 2012 2011-01-06 0 6 0 0 0 0
"jsep_2012_48_01_hafner_spoilt-for-choice" "JESP" 1 2012 2010-12-15 0 14 1 0 7.14 0
"jsep_2012_48_01_hall_implementation-intentions-for" "JESP" 1 2012 2011-06-23 0 19 2 2 10.53 10.53
"jsep_2012_48_01_henderson_when-others-cross" "JESP" 1 2012 2011-05-31 0 11 1 0 9.09 0
"jsep_2012_48_01_herberg_social-audiences-can" "JESP" 1 2012 2011-01-19 0 18 0 0 0 0
"jsep_2012_48_01_inzlicht_mimicry-reduces-racial" "JESP" 1 2012 2011-03-26 0 8 4 2 50 25
"jsep_2012_48_01_johnson_the-powerful-disregard" "JESP" 1 2012 2011-02-25 0 12 0 0 0 0
"jsep_2012_48_01_kane_mere-presence-is" "JESP" 1 2012 2010-10-25 0 6 0 0 0 0
"jsep_2012_48_01_kervyn_the-innuendo-effect" "JESP" 1 2012 2011-02-28 0 33 3 0 9.09 0
"jsep_2012_48_01_koranyi_automatic-coping-mechanisms" "JESP" 1 2012 2010-12-03 0 9 0 0 0 0
"jsep_2012_48_01_koranyi_when-the-grass" "JESP" 1 2012 2011-02-25 0 7 0 0 0 0
"jsep_2012_48_01_lee_distinctiveness-based-stereotype" "JESP" 1 2012 2010-08-09 0 18 0 0 0 0
"jsep_2012_48_01_legal_dont-you-know" "JESP" 1 2012 2011-02-26 0 7 1 1 14.29 14.29
"jsep_2012_48_01_lens_would-male-conspicuous" "JESP" 1 2012 2011-04-13 0 14 0 0 0 0
"jsep_2012_48_01_levin_assimilation-multiculturalism-and" "JESP" 1 2012 2010-07-22 0 6 0 0 0 0
"jsep_2012_48_01_lun_residential-mobility-moderates" "JESP" 1 2012 2010-03-30 0 5 0 0 0 0
"jsep_2012_48_01_marien_being-flexible-or" "JESP" 1 2012 2010-12-15 0 13 0 0 0 0
"jsep_2012_48_01_na_will-people-work" "JESP" 1 2012 2010-08-21 0 11 0 0 0 0
"jsep_2012_48_01_natanzon_goal-pursuit-is" "JESP" 1 2012 2011-01-18 0 5 0 0 0 0
"jsep_2012_48_01_nenkov_pre-versus-postdecisional" "JESP" 1 2012 2010-10-20 0 48 3 1 6.25 2.08
"jsep_2012_48_01_newheiser_white-and-black" "JESP" 1 2012 2011-04-08 0 19 1 0 5.26 0
"jsep_2012_48_01_overwalle_spontaneous-goal-inferences" "JESP" 1 2012 2011-02-07 0 8 0 0 0 0
"jsep_2012_48_01_oyamotjr_attitudes-toward-immigrants" "JESP" 1 2012 2010-08-16 0 1 0 0 0 0
"jsep_2012_48_01_packer_at-the-first" "JESP" 1 2012 2011-01-14 0 6 0 0 0 0
"jsep_2012_48_01_peetz_when-distance-pays" "JESP" 1 2012 2011-01-13 0 7 6 1 85.71 14.29
"jsep_2012_48_01_rabinovich_sizing-fish-and" "JESP" 1 2012 2010-06-18 0 15 0 0 0 0
"jsep_2012_48_01_ray_cross-group-recognition" "JESP" 1 2012 2011-04-20 0 8 0 0 0 0
"jsep_2012_48_01_ray_discrete-emotions-elucidate" "JESP" 1 2012 2011-06-01 0 33 3 0 9.09 0
"jsep_2012_48_01_rudman_status-incongruity-and" "JESP" 1 2012 2011-10-20 0 38 0 0 0 0
"jsep_2012_48_01_scheepers_social-power-makes" "JESP" 1 2012 2010-11-20 0 6 1 0 16.67 0
"jsep_2012_48_01_scherer_implicit-race-bias" "JESP" 1 2012 2011-05-02 0 11 3 1 27.27 9.09
"jsep_2012_48_01_schweinsberg_starting-high-and" "JESP" 1 2012 2010-09-13 0 6 0 0 0 0
"jsep_2012_48_01_sondak_the-psychology-of" "JESP" 1 2012 2010-12-14 0 26 2 0 7.69 0
"jsep_2012_48_01_sripada_mental-state-attributions" "JESP" 1 2012 2010-12-16 0 8 0 0 0 0
"jsep_2012_48_01_tauber_refusing-intergroup-help" "JESP" 1 2012 2011-06-29 0 11 1 0 9.09 0
"jsep_2012_48_01_toma_nice-or-smart" "JESP" 1 2012 2011-02-18 0 5 0 0 0 0
"jsep_2012_48_01_turner_dropping-the-weight" "JESP" 1 2012 2011-06-08 0 33 21 0 63.64 0
"jsep_2012_48_01_vezzali_increasing-outgroup-trust" "JESP" 1 2012 2011-07-21 0 5 0 0 0 0
"jsep_2012_48_01_waytz_social-connection-enables" "JESP" 1 2012 2011-04-22 0 14 0 0 0 0
"jsep_2012_48_01_wiltermuth_synchronous-activity-boosts" "JESP" 1 2012 2011-01-19 0 15 4 0 26.67 0
"jsep_2012_48_01_wong_improving-the-future" "JESP" 1 2012 2011-10-20 0 7 1 0 14.29 0
"jsep_2012_48_02_bastian_cyber-dehumanization-violent" "JESP" 1 2012 2011-05-27 0 15 0 0 0 0
"jsep_2012_48_02_bushman_failure-to-consider" "JESP" 1 2012 2011-11-20 0 3 0 0 0 0
"jsep_2012_48_02_chen_bitter-struggle-for" "JESP" 1 2012 2011-09-02 0 3 0 0 0 0
"jsep_2012_48_02_choma_intergroup-disgust-sensitivity" "JESP" 1 2012 2011-08-31 0 8 0 0 0 0
"jsep_2012_48_02_devoe_time-money-and" "JESP" 1 2012 2011-07-14 0 20 0 0 0 0
"jsep_2012_48_02_egan_taking-a-fresh" "JESP" 1 2012 2011-03-25 0 14 0 0 0 0
"jsep_2012_48_02_grant_self-uncertainity-social" "JESP" 1 2012 2011-02-24 0 14 1 0 7.14 0
"jsep_2012_48_02_halevy_exhausting-or-exhilarating" "JESP" 1 2012 2011-08-09 0 12 0 0 0 0
"jsep_2012_48_02_holoien_you-deplete-me" "JESP" 1 2012 2011-09-04 0 2 0 0 0 0
"jsep_2012_48_02_kammrath_you-promised-youd" "JESP" 1 2012 2011-05-18 0 4 2 1 50 25
"jsep_2012_48_02_koch_feeling-good-and" "JESP" 1 2012 2011-04-04 0 22 2 0 9.09 0
"jsep_2012_48_02_kteily_hierarchy-in-the" "JESP" 1 2012 2011-05-27 0 7 0 0 0 0
"jsep_2012_48_02_lammers_abstraction-increases-hypocricy" "JESP" 1 2012 2011-04-06 0 16 0 0 0 0
"jsep_2012_48_02_liberman_naive-realism-and" "JESP" 1 2012 2011-04-06 0 8 1 0 12.5 0
"jsep_2012_48_02_neal_how-do-habits" "JESP" 1 2012 2011-07-26 0 12 4 2 33.33 16.67
"jsep_2012_48_02_neel_who-expressed-what" "JESP" 1 2012 2011-10-01 0 22 0 0 0 0
"jsep_2012_48_02_rydell_can-i-borrow" "JESP" 1 2012 2011-09-16 0 11 1 0 9.09 0
"jsep_2012_48_02_sassennberg_the-attraction-of" "JESP" 1 2012 2011-04-20 0 12 0 0 0 0
"jsep_2012_48_02_shen_if-you-cant" "JESP" 1 2012 2011-07-02 0 8 1 0 12.5 0
"jsep_2012_48_02_stanton_too-tired-to" "JESP" 1 2012 2011-10-01 0 12 0 0 0 0
"jsep_2012_48_02_tarrant_social-identity-and" "JESP" 1 2012 2011-05-23 0 14 1 0 7.14 0
"jsep_2012_48_02_vorauer_the-pitfalls-of" "JESP" 1 2012 2011-11-20 0 12 0 0 0 0
"jsep_2012_48_02_williams_the-better-than" "JESP" 1 2012 2011-07-27 0 12 0 0 0 0
"jsep_2012_48_03_bavel_motivated-social-memory" "JESP" 1 2012 2011-06-28 0 10 0 0 0 0
"jsep_2012_48_03_brauer_decribing-a-group" "JESP" 1 2012 2011-06-01 0 4 0 0 0 0
"jsep_2012_48_03_burnette_buffering-against-weight" "JESP" 1 2012 2011-10-31 0 6 0 0 0 0
"jsep_2012_48_03_cho_power-defensive-denigration" "JESP" 1 2012 2011-07-20 0 16 2 1 12.5 6.25
"jsep_2012_48_03_crawford_entitativity-identity-and" "JESP" 1 2012 2010-05-21 0 3 0 0 0 0
"jsep_2012_48_03_horry_memory-conformity-for" "JESP" 1 2012 2011-09-14 0 5 0 0 0 0
"jsep_2012_48_03_krishna_a-processing-advantage" "JESP" 1 2012 2011-12-20 0 5 0 0 0 0
"jsep_2012_48_03_laham_the-name-pronunciation" "JESP" 1 2012 2011-12-20 0 18 1 0 5.56 0
"jsep_2012_48_03_lumsden_who-syncs-social" "JESP" 1 2012 2011-08-19 0 12 2 0 16.67 0
"jsep_2012_48_03_lupien_unstable-high-self-esteem" "JESP" 1 2012 2011-10-14 0 2 0 0 0 0
"jsep_2012_48_03_maris_the-isi-change" "JESP" 1 2012 2011-01-17 0 51 4 0 7.84 0
"jsep_2012_48_03_merritt_the-strategic-pursuit" "JESP" 1 2012 2010-12-17 0 9 0 0 0 0
"jsep_2012_48_03_pazda_sexy-red-perceived" "JESP" 1 2012 2011-10-19 0 8 0 0 0 0
"jsep_2012_48_03_quist_integrating-social-knowledge" "JESP" 1 2012 2011-09-01 0 14 3 0 21.43 0
"jsep_2012_48_03_rastiii_leadership-under-uncertainty" "JESP" 1 2012 2011-09-13 0 20 1 0 5 0
"jsep_2012_48_03_rattan_its-ok-not" "JESP" 1 2012 2011-07-31 0 19 0 0 0 0
"jsep_2012_48_03_rosa_efficiency-and-defense" "JESP" 1 2012 2010-08-01 0 22 3 0 13.64 0
"jsep_2012_48_03_saguy_intergroup-contact-can" "JESP" 1 2012 2011-09-14 0 7 2 0 28.57 0
"jsep_2012_48_03_savitsky_the-feature-positive" "JESP" 1 2012 2011-08-09 0 12 0 0 0 0
"jsep_2012_48_03_sussenbach_schematic-influences-of" "JESP" 1 2012 2011-06-07 0 22 2 1 9.09 4.55
"jsep_2012_48_03_todd_perspective-taking-combats" "JESP" 1 2012 2011-07-15 0 20 0 0 0 0
"jsep_2012_48_03_trawalter_concerns-about-appearing" "JESP" 1 2012 2011-05-20 0 25 5 1 20 4
"jsep_2012_48_03_white_a-dual-identity" "JESP" 1 2012 2011-08-05 0 45 22 0 48.89 0
"jsep_2012_48_03_yoshida_not-all-automatic-associations" "JESP" 1 2012 2010-04-14 0 7 1 1 14.29 14.29
"jsep_2012_48_03_zagefka_predictors-of-majority" "JESP" 1 2012 2009-09-07 0 6 2 1 33.33 16.67
"jsep_2012_48_03_zarate_cultural-inertia-the" "JESP" 1 2012 2011-03-14 0 43 14 2 32.56 4.65
"jsep_2012_48_03_zhang_approach-avoidance-actions" "JESP" 1 2012 2010-09-03 0 26 0 0 0 0
"jsep_2012_48_04_adam_enclothed-cognition" "JESP" 1 2012 2012-01-19 0 9 2 0 22.22 0
"jsep_2012_48_04_bechtoldt_individuals-in-mind" "JESP" 1 2012 2011-03-22 0 8 2 0 25 0
"jsep_2012_48_04_bommel_beaware-to" "JESP" 1 2012 2011-09-13 0 8 0 0 0 0
"jsep_2012_48_04_boucher_the-idea-of" "JESP" 1 2012 2011-06-03 0 38 1 0 2.63 0
"jsep_2012_48_04_bruneau_the-power-of" "JESP" 1 2012 2011-06-07 0 24 0 0 0 0
"jsep_2012_48_04_butterfield-mangy-mutt-or" "JESP" 1 2012 2011-10-21 0 7 0 0 0 0
"jsep_2012_48_04_chandler_to-judge-a" "JESP" 1 2012 2012-01-05 0 16 0 0 0 0
"jsep_2012_48_04_hagiwara_the-independent-effects" "JESP" 1 2012 2011-06-08 0 2 1 0 50 0
"jsep_2012_48_04_hall_the-hubris-penalty" "JESP" 1 2012 2011-09-01 0 26 7 0 26.92 0
"jsep_2012_48_04_hasan_vieweing-the-world" "JESP" 1 2012 2011-10-14 0 14 3 0 21.43 0
"jsep_2012_48_04_hausser_we-are-not" "JESP" 1 2012 2011-11-28 0 9 1 0 11.11 0
"jsep_2012_48_04_higgins_value-from-adversity" "JESP" 1 2012 2011-06-20 0 8 0 0 0 0
"jsep_2012_48_04_huang_going-my-way" "JESP" 1 2012 2011-12-05 0 4 0 0 0 0
"jsep_2012_48_04_inesi_how-poer-corrupts" "JESP" 1 2012 2011-09-27 0 28 0 0 0 0
"jsep_2012_48_04_kappes_mental-constraining-instigates" "JESP" 1 2012 2011-05-02 0 34 8 0 23.53 0
"jsep_2012_48_04_keefer_attachment-to-objects" "JESP" 1 2012 2011-07-24 0 9 1 0 11.11 0
"jsep_2012_48_04_kleef_prosocial-norm-violations" "JESP" 1 2012 2011-08-19 0 18 4 0 22.22 0
"jsep_2012_48_04_murray_resilience-in-the" "JESP" 1 2012 2011-03-23 0 11 0 0 0 0
"jsep_2012_48_04_newheiser_why-do-we" "JESP" 1 2012 2011-12-06 0 15 0 0 0 0
"jsep_2012_48_04_obrien_todays-misery-and" "JESP" 1 2012 2012-01-19 0 10 2 0 20 0
"jsep_2012_48_04_ritter_diversifying-experiences-enhance" "JESP" 1 2012 2011-11-27 0 18 3 0 16.67 0
"jsep_2012_48_04_schaafsma_exclusion-intergroup-hostility" "JESP" 1 2012 2011-02-09 0 24 0 0 0 0
"jsep_2012_48_04_shen_the-generalization-of" "JESP" 1 2012 2011-05-31 0 29 0 0 0 0
"jsep_2012_48_04_stepanova_alcohol-related-cues" "JESP" 1 2012 2011-11-20 0 5 0 0 0 0
"jsep_2012_48_04_stepanova_the-role-of" "JESP" 1 2012 2011-05-19 0 16 0 0 0 0
"jsep_2012_48_04_vohs_motivation-personal-beliefs" "JESP" 1 2012 2011-12-05 0 19 0 0 0 0
"jsep_2012_48_05_carrera_the-present-projects" "JESP" 1 2012 2012-10-20 0 12 0 0 0 0
"jsep_2012_48_05_chen_when-destiny-hurts" "JESP" 1 2012 2011-08-31 0 25 0 0 0 0
"jsep_2012_48_05_croft_the-feedback-withholding" "JESP" 1 2012 2011-10-06 0 9 1 0 11.11 0
"jsep_2012_48_05_cushman_revenge-without-responsibility" "JESP" 1 2012 2012-01-19 0 1 0 0 0 0
"jsep_2012_48_05_dijkstra_deliberation-versus-intuition" "JESP" 1 2012 2010-12-24 0 1 0 0 0 0
"jsep_2012_48_05_dyczewski_general-attainability-beliefs" "JESP" 1 2012 2012-01-03 0 11 3 0 27.27 0
"jsep_2012_48_05_fiedler_on-the-relations" "JESP" 1 2012 2011-06-27 0 11 1 0 9.09 0
"jsep_2012_48_05_gaertner_a-motivational-hierarchy" "JESP" 1 2012 2011-08-05 0 48 32 0 66.67 0
"jsep_2012_48_05_goff_racism-leads-to" "JESP" 1 2012 2011-04-06 0 23 1 0 4.35 0
"jsep_2012_48_05_jans_sharing-differences-the" "JESP" 1 2012 2011-11-20 0 14 1 0 7.14 0
"jsep_2012_48_05_jong_foxhole-atheism-revisited" "JESP" 1 2012 2011-11-28 0 6 0 0 0 0
"jsep_2012_48_05_kimel_when-gift-giving" "JESP" 1 2012 2011-12-14 0 8 0 0 0 0
"jsep_2012_48_05_kray_male-pragmatism-in" "JESP" 1 2012 2011-07-01 0 24 1 0 4.17 0
"jsep_2012_48_05_lee_the-relational-versus" "JESP" 1 2012 2011-10-14 0 14 0 0 0 0
"jsep_2012_48_05_mischkowski_flies-on-the" "JESP" 1 2012 2012-01-16 0 17 2 0 11.76 0
"jsep_2012_48_05_oettingen_mental-contrastng-turns" "JESP" 1 2012 2011-02-17 0 22 1 0 4.55 0
"jsep_2012_48_05_petrocelli_if-only-i" "JESP" 1 2012 2011-09-05 0 22 1 0 4.55 0
"jsep_2012_48_05_rosette_failure-is-not" "JESP" 1 2012 2011-11-27 0 29 7 0 24.14 0
"jsep_2012_48_05_schain_looking-at-the" "JESP" 1 2012 2012-02-28 0 10 2 1 20 10
"jsep_2012_48_05_teng_does-social-support" "JESP" 1 2012 2011-11-07 0 6 0 0 0 0
"jsep_2012_48_05_toosi_getting-a-word" "JESP" 1 2012 2011-09-20 0 27 1 0 3.7 0
"jsep_2012_48_05_velden_in-competitive-interaction" "JESP" 1 2012 2011-09-20 0 19 1 0 5.26 0
"jsep_2012_48_05_west_building-blocks-of" "JESP" 1 2012 2012-02-22 0 2 2 0 100 0
"jsep_2012_48_05_woltin_improving-communicative-understanding" "JESP" 1 2012 2011-12-13 0 4 0 0 0 0
"jsep_2012_48_05_yaniv_when-guessing-what" "JESP" 1 2012 2011-07-28 0 19 0 0 0 0
"jsep_2012_48_06_also-ferrer_choices-and-preferences" "JESP" 1 2012 2012-03-02 0 19 1 0 5.26 0
"jsep_2012_48_06_callan_justice-motive-effects" "JESP" 1 2012 2011-09-23 0 10 0 0 0 0
"jsep_2012_48_06_devine_long-term-reduction" "JESP" 1 2012 2012-03-28 0 8 1 0 12.5 0
"jsep_2012_48_06_eibach_system-justifying-functions" "JESP" 1 2012 2011-08-04 0 13 0 0 0 0
"jsep_2012_48_06_feiler_mixed-reasons-missed" "JESP" 1 2012 2011-07-01 0 20 0 0 0 0
"jsep_2012_48_06_gollwitzer_macbeth-and-the" "JESP" 1 2012 2011-11-20 0 7 0 0 0 0
"jsep_2012_48_06_hartson_gradual-escalation-the" "JESP" 1 2012 2012-05-27 0 20 1 0 5 0
"jsep_2012_48_06_hebl_selectively-friending-racial" "JESP" 1 2012 2011-11-08 0 3 0 0 0 0
"jsep_2012_48_06_hess_smiling-and-sad" "JESP" 1 2012 2011-12-16 0 26 1 0 3.85 0
"jsep_2012_48_06_kendrick_when-feeling-right" "JESP" 1 2012 2011-07-08 0 7 1 0 14.29 0
"jsep_2012_48_06_kushlev_does-affluence-impoverish" "JESP" 1 2012 2011-12-27 0 2 0 0 0 0
"jsep_2012_48_06_landau_subjectivity-uncertainty-theory" "JESP" 1 2012 2011-11-07 0 21 5 1 23.81 4.76
"jsep_2012_48_06_leeuwen_another-fundamental-social" "JESP" 1 2012 2012-04-05 0 3 0 0 0 0
"jsep_2012_48_06_lelkes_complete-anonymity-compromises" "JESP" 1 2012 2011-09-07 0 8 0 0 0 0
"jsep_2012_48_06_obrien_why-did-you" "JESP" 1 2012 2011-10-19 0 9 0 0 0 0
"jsep_2012_48_06_preston_cleanliness-and-godliness" "JESP" 1 2012 2011-11-20 0 8 0 0 0 0
"jsep_2012_48_06_ramos_what-i-infer" "JESP" 1 2012 2011-06-20 0 10 2 1 20 10
"jsep_2012_48_06_ratcliff_seeing-wrath-from" "JESP" 1 2012 2011-12-02 0 5 0 0 0 0
"jsep_2012_48_06_rios_compensatory-nonconformity-self" "JESP" 1 2012 2012-10-20 0 11 0 0 0 0
"jsep_2012_48_06_santos_implicit-open-mindedness" "JESP" 1 2012 2011-11-04 0 15 0 0 0 0
"jsep_2012_48_06_stephens_a-cultural-mismatch" "JESP" 1 2012 2012-04-22 0 10 1 0 10 0
"jsep_2012_48_06_todd_the-reciprocal-link" "JESP" 1 2012 2012-06-14 0 12 0 0 0 0
"jsep_2012_48_06_wakslak_the-experience-of" "JESP" 1 2012 2011-12-08 0 8 0 0 0 0
"jsep_2013_49_01_alquist_determined-to-conform" "JESP" 1 2013 2011-04-20 0 20 5 2 25 10
"jsep_2013_49_01_assilamehou_the-effects-of" "JESP" 1 2013 2012-02-17 0 36 1 0 2.78 0
"jsep_2013_49_01_biernar_communicating-about-others" "JESP" 1 2013 2012-05-31 0 7 0 0 0 0
"jsep_2013_49_01_breines_activating-the-inner" "JESP" 1 2013 2012-03-07 0 7 0 0 0 0
"jsep_2013_49_01_carpinella_appearance-based-politics" "JESP" 1 2013 2011-11-16 0 15 0 0 0 0
"jsep_2013_49_01_elliot_red-enhances-womens" "JESP" 1 2013 2012-11-20 0 5 0 0 0 0
"jsep_2013_49_01_falomir-pichastor_the-dark-side" "JESP" 1 2013 2012-04-20 0 33 7 0 21.21 0
